InventoryId,Store,Brand,Description,Size,SalesQuantity,SalesDollars,SalesPrice,SalesDate,Volume,Classification,ExciseTax,VendorNo,VendorName,month,day_of_week,day_of_month
1_HARDERSFIELD_8413,1,8413,St Elder Elderflower Liqueur,750mL,1,17.99,17.99,2016-02-14,750,1,0.79,9552,M S WALKER INC             ,2,6,14
11_CARDEND_7374,11,7374,New Amsterdam Mango Vodka,750mL,1,10.99,10.99,2016-02-14,750,1,0.79,3252,E & J GALLO WINERY         ,2,6,14
15_WANBORNE_28947,15,28947,R M Woodbridge Merlot Cal,1.5L,1,11.99,11.99,2016-02-14,1500,2,0.22,1392,CONSTELLATION BRANDS INC   ,2,6,14
15_WANBORNE_19848,15,19848,Carnivor Cab Svgn,750mL,9,89.91,9.99,2016-02-14,750,2,1.01,3252,E & J GALLO WINERY         ,2,6,14
1_HARDERSFIELD_10421,1,10421,Barefoot Moscato Cal,1.5L,1,11.99,11.99,2016-02-14,1500,2,0.22,3252,E & J GALLO WINERY         ,2,6,14
14_BROMWICH_4297,14,4297,Ronrico Silver Traveler,750mL,2,11.98,5.99,2016-02-14,750,1,1.57,12546,JIM BEAM BRANDS COMPANY    ,2,6,14
10_HORNSEY_1867,10,1867,Jack Daniels Tennessee Honey,50mL,5,14.95,2.99,2016-02-14,50,1,0.26,1128,BROWN-FORMAN CORP          ,2,6,14
13_TARMSWORTH_31915,13,31915,F Coppola Diamond Chard,750mL,1,9.95,9.95,2016-02-14,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE ,2,6,14
10_HORNSEY_5027,10,5027,99 Apples Schnapps Liqueur,750mL,1,13.99,13.99,2016-02-14,750,1,0.79,660,SAZERAC NORTH AMERICA INC. ,2,6,14
19_WINTERVALE_33143,19,33143,Our Daily Red,750mL,1,9.99,9.99,2016-02-14,750,2,0.11,7153,PINE STATE TRADING CO      ,2,6,14
10_HORNSEY_4278,10,4278,Capt Morgan Parrot Bay Cocnt,750mL,1,11.99,11.99,2016-02-14,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,2,6,14
14_BROMWICH_27512,14,27512,Warre's Late Bottled Vintage,750mL,2,47.98,23.99,2016-02-14,750,2,0.22,1587,VINEYARD BRANDS INC        ,2,6,14
14_BROMWICH_8040,14,8040,Bols Blue Curacao,750mL,1,7.99,7.99,2016-02-14,750,1,0.79,6213,MHW LTD                    ,2,6,14
10_HORNSEY_8232,10,8232,Riunite Lambrusco,1.5L,1,8.99,8.99,2016-02-14,1500,2,0.22,516,BANFI PRODUCTS CORP        ,2,6,14
12_LEESIDE_18893,12,18893,19 Crimes Red,750mL,3,29.97,9.99,2016-02-14,750,2,0.34,9819,TREASURY WINE ESTATES      ,2,6,14
11_CARDEND_3998,11,3998,Monte Alban Mezcal,750mL,1,14.99,14.99,2016-02-14,750,1,0.79,660,SAZERAC NORTH AMERICA INC. ,2,6,14
15_WANBORNE_1220,15,1220,Woodford Reserve Bourbon,750mL,1,29.99,29.99,2016-02-14,750,1,0.79,1128,BROWN-FORMAN CORP          ,2,6,14
14_BROMWICH_1065,14,1065,DiSaronno Cavalli Collection,50mL 3 Pk,1,12.99,12.99,2016-02-14,50,1,0.05,2555,DISARONNO INTERNATIONAL LLC,2,6,14
15_WANBORNE_2890,15,2890,Four Roses Bourbon,750mL,1,26.99,26.99,2016-02-14,750,1,0.79,9552,M S WALKER INC             ,2,6,14
1_HARDERSFIELD_8961,1,8961,Jose Cuervo Especial,50mL,7,10.43,1.49,2016-02-14,50,1,0.37,7245,PROXIMO SPIRITS INC.       ,2,6,14
14_BROMWICH_3532,14,3532,Milagro Reposado Tequila,750mL,1,27.99,27.99,2016-02-14,750,1,0.79,3664,WILLIAM GRANT & SONS INC   ,2,6,14
12_LEESIDE_6654,12,6654,Veuve Clicquot Brut Yellow,750mL,1,41.99,41.99,2016-02-14,750,2,0.11,8112,MOET HENNESSY USA INC      ,2,6,14
16_LUNDY_8462,16,8462,Frangelico Hazelnut Liqueur,750mL,1,24.99,24.99,2016-02-14,750,1,0.79,11567,CAMPARI AMERICA            ,2,6,14
12_LEESIDE_3724,12,3724,Absolut Citron,750mL,1,17.99,17.99,2016-02-14,750,1,0.79,17035,PERNOD RICARD USA          ,2,6,14
15_WANBORNE_1623,15,1623,Bulleit 95 Rye,375mL,2,25.98,12.99,2016-02-14,375,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,2,6,14
10_HORNSEY_8092,10,8092,Johnnie Walker Red Label,50mL,8,18.32,2.29,2016-02-14,50,1,0.42,3960,DIAGEO NORTH AMERICA INC   ,2,6,14
18_FURNESS_5731,18,5731,Malibu Passion Fruit Rum,750mL,1,12.99,12.99,2016-02-14,750,1,0.79,17035,PERNOD RICARD USA          ,2,6,14
16_LUNDY_3356,16,3356,Svedka Vodka,375mL,1,5.99,5.99,2016-02-14,375,1,0.39,1392,CONSTELLATION BRANDS INC   ,2,6,14
14_BROMWICH_36750,14,36750,Big House Cardinal Bst Znfdl,750mL,1,7.99,7.99,2016-02-14,750,2,0.11,9815,WINE GROUP INC             ,2,6,14
17_OLDHAM_3102,17,3102,Smirnoff Traveler,1.75L,2,35.98,17.99,2016-02-14,1750,1,3.67,3960,DIAGEO NORTH AMERICA INC   ,2,6,14
10_HORNSEY_3452,10,3452,Vanya Light Vodka,1.75L,1,7.29,7.29,2016-02-14,1750,1,1.84,9552,M S WALKER INC             ,2,6,14
15_WANBORNE_19223,15,19223,Trimbach Pnt Bl,750mL,1,13.99,13.99,2016-02-14,750,2,0.11,6785,PALM BAY INTERNATIONAL INC ,2,6,14
1_HARDERSFIELD_3436,1,3436,Bombay Dry Gin,1.75L,2,57.98,28.99,2016-02-14,1750,1,3.67,480,BACARDI USA INC            ,2,6,14
1_HARDERSFIELD_18743,1,18743,Ca'Momi Merlot Napa Valley,750mL,1,9.99,9.99,2016-02-14,750,2,0.11,10754,PERFECTA WINES             ,2,6,14
12_LEESIDE_8623,12,8623,Casamigos Anejo Tequila,50mL,1,2.99,2.99,2016-02-14,50,1,0.05,6213,MHW LTD                    ,2,6,14
1_HARDERSFIELD_14701,1,14701,Cupcake Red Velvet,750mL,1,7.99,7.99,2016-02-14,750,2,0.11,9815,WINE GROUP INC             ,2,6,14
14_BROMWICH_3706,14,3706,Pinnacle Citrus Vodka,1.75L,2,33.98,16.99,2016-02-14,1750,1,3.67,12546,JIM BEAM BRANDS COMPANY    ,2,6,14
15_WANBORNE_597,15,597,Baileys Irish Cream,Liter,2,55.98,27.99,2016-02-14,1000,1,2.1,3960,DIAGEO NORTH AMERICA INC   ,2,6,14
15_WANBORNE_38244,15,38244,Hendry Pnt Nr Napa,750mL,1,34.99,34.99,2016-02-14,750,2,0.11,10754,PERFECTA WINES             ,2,6,14
11_CARDEND_5233,11,5233,Cointreau Liqueur,375mL,1,18.99,18.99,2016-02-14,375,1,0.39,7239,REMY COINTREAU USA INC     ,2,6,14
15_WANBORNE_5952,15,5952,Jagermeister Liqueur,50mL,2,3.98,1.99,2016-02-14,50,1,0.1,3089,SIDNEY FRANK IMPORTING CO  ,2,6,14
19_WINTERVALE_28947,19,28947,R M Woodbridge Merlot Cal,1.5L,3,35.97,11.99,2016-02-14,1500,2,0.68,1392,CONSTELLATION BRANDS INC   ,2,6,14
10_HORNSEY_41213,10,41213,A to Z Pnt Nr Ore,750mL,1,13.95,13.95,2016-02-14,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP ,2,6,14
10_HORNSEY_3899,10,3899,Platinum 7X Distilled Vodka,375mL,4,15.96,3.99,2016-02-14,375,1,1.57,8004,SAZERAC CO INC             ,2,6,14
14_BROMWICH_4194,14,4194,Calico Jack Coconut Rum,1.75L,1,12.99,12.99,2016-02-14,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    ,2,6,14
11_CARDEND_3534,11,3534,Milagro Silver Tequila,750mL,1,27.99,27.99,2016-02-14,750,1,0.79,3664,WILLIAM GRANT & SONS INC   ,2,6,14
10_HORNSEY_2374,10,2374,Tullamore Dew,1.75L,1,42.99,42.99,2016-02-14,1750,1,1.84,3664,WILLIAM GRANT & SONS INC   ,2,6,14
14_BROMWICH_2212,14,2212,Canadian Rich & Rare,1.75L,1,10.99,10.99,2016-02-14,1750,1,1.84,8004,SAZERAC CO INC             ,2,6,14
12_LEESIDE_8027,12,8027,Absolut Mandrin,50mL,1,1.99,1.99,2016-02-14,50,1,0.05,17035,PERNOD RICARD USA          ,2,6,14
15_WANBORNE_17748,15,17748,Black Box Pnt Grigio,500mL,1,3.99,3.99,2016-02-14,500,2,0.08,1392,CONSTELLATION BRANDS INC   ,2,6,14
10_HORNSEY_26949,10,26949,Sonoma-Cutrer Chard RRV,750mL,1,22.99,22.99,2016-02-14,750,2,0.11,1128,BROWN-FORMAN CORP          ,2,6,14
14_BROMWICH_5356,14,5356,Kahlua,375mL,4,39.96,9.99,2016-02-14,375,1,1.57,17035,PERNOD RICARD USA          ,2,6,14
15_WANBORNE_16918,15,16918,Villa Pozzi Moscato,750mL,1,9.99,9.99,2016-02-14,750,2,0.11,4425,MARTIGNETTI COMPANIES,2,6,14
1_HARDERSFIELD_12111,1,12111,LaBelle Winery Cranberry,750mL,1,15.99,15.99,2016-02-14,750,2,0.11,90032,LABELLE VYDS AND WINERY    ,2,6,14
10_HORNSEY_3050,10,3050,Bowman Vodka,1.75L,5,44.95,8.99,2016-02-14,1750,1,9.19,8004,SAZERAC CO INC             ,2,6,14
12_LEESIDE_44208,12,44208,Black Box Pnt Grigio,3L,1,18.99,18.99,2016-02-14,3000,2,0.45,1392,CONSTELLATION BRANDS INC   ,2,6,14
1_HARDERSFIELD_3276,1,3276,Gordons London Dry,1.75L,2,29.98,14.99,2016-02-14,1750,1,3.67,3960,DIAGEO NORTH AMERICA INC   ,2,6,14
19_WINTERVALE_3802,19,3802,Three Olives Vodka,1.75L,2,35.98,17.99,2016-02-14,1750,1,3.67,7245,PROXIMO SPIRITS INC.       ,2,6,14
17_OLDHAM_11440,17,11440,Peter Vella Sangria B/B,5L,1,14.99,14.99,2016-02-14,5000,2,0.75,3252,E & J GALLO WINERY         ,2,6,14
10_HORNSEY_3835,10,3835,Smirnoff Raspberry Vodka,750mL,2,25.98,12.99,2016-02-14,750,1,1.57,3960,DIAGEO NORTH AMERICA INC   ,2,6,14
1_HARDERSFIELD_8040,1,8040,Bols Blue Curacao,750mL,1,7.99,7.99,2016-02-14,750,1,0.79,6213,MHW LTD                    ,2,6,14
11_CARDEND_12213,11,12213,Evodia Garnacha Old Vine,750mL,7,55.93,7.99,2016-02-14,750,2,0.79,9552,M S WALKER INC             ,2,6,14
17_OLDHAM_5597,17,5597,DeKuyper Watermelon Pucker,750mL,1,9.99,9.99,2016-02-14,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,2,6,14
12_LEESIDE_14006,12,14006,Apothic Winemakers Red Blend,750mL,5,49.95,9.99,2016-02-14,750,2,0.56,3252,E & J GALLO WINERY         ,2,6,14
11_CARDEND_39523,11,39523,Cloudy Bay Svgn Bl Marlboro,750mL,1,24.99,24.99,2016-02-14,750,2,0.11,8112,MOET HENNESSY USA INC      ,2,6,14
14_BROMWICH_44719,14,44719,Cavit Prosecco Lunetta,750mL,1,9.99,9.99,2016-02-14,750,2,0.11,6785,PALM BAY INTERNATIONAL INC ,2,6,14
16_LUNDY_3562,16,3562,Pearl Vodka,50mL,1,0.99,0.99,2016-02-14,50,1,0.05,8352,LUXCO INC                  ,2,6,14
11_CARDEND_3373,11,3373,Svedka Citron Vodka,1.75L,2,45.98,22.99,2016-02-14,1750,1,3.67,1392,CONSTELLATION BRANDS INC   ,2,6,14
11_CARDEND_2041,11,2041,Redbreast 15 Yr Old Irish,750mL,1,89.99,89.99,2016-02-14,750,1,0.79,17035,PERNOD RICARD USA          ,2,6,14
13_TARMSWORTH_8985,13,8985,J Roget Spumante,750mL,3,17.97,5.99,2016-02-14,750,1,2.36,1392,CONSTELLATION BRANDS INC   ,2,6,14
11_CARDEND_36199,11,36199,Four Vines Naked Chard,750mL,1,11.99,11.99,2016-02-14,750,2,0.11,9552,M S WALKER INC             ,2,6,14
15_WANBORNE_31454,15,31454,Foxhorn SE Chard Australia,1.5L,1,6.99,6.99,2016-02-14,1500,2,0.22,9815,WINE GROUP INC             ,2,6,14
12_LEESIDE_34133,12,34133,Turning Leaf RSV Cab Svgn,1.5L,3,29.97,9.99,2016-02-14,1500,2,0.68,3252,E & J GALLO WINERY         ,2,6,14
15_WANBORNE_4241,15,4241,Capt Morgan Spiced Rum,50mL,2,3.98,1.99,2016-02-14,50,1,0.1,3960,DIAGEO NORTH AMERICA INC   ,2,6,14
14_BROMWICH_3500,14,3500,Tito's Handmade Vodka,50mL,1,1.49,1.49,2016-02-14,50,1,0.05,4425,MARTIGNETTI COMPANIES,2,6,14
10_HORNSEY_3636,10,3636,Dr McGillicuddy's Mentholmnt,375mL,3,22.47,7.49,2016-02-14,375,1,1.18,8004,SAZERAC CO INC             ,2,6,14
12_LEESIDE_6595,12,6595,Bogle Merlot,750mL,12,119.88,9.99,2016-02-14,750,2,1.35,4425,MARTIGNETTI COMPANIES,2,6,14
16_LUNDY_3606,16,3606,Smirnoff Raspberry Vodka,50mL,3,2.97,0.99,2016-02-14,50,1,0.16,3960,DIAGEO NORTH AMERICA INC   ,2,6,14
1_HARDERSFIELD_3512,1,3512,Pinnacle Vodka,1.75L,3,50.97,16.99,2016-02-14,1750,1,5.51,12546,JIM BEAM BRANDS COMPANY    ,2,6,14
10_HORNSEY_8480,10,8480,Clan MacGregor,1.75L,1,14.99,14.99,2016-02-14,1750,1,1.84,3664,WILLIAM GRANT & SONS INC   ,2,6,14
11_CARDEND_24419,11,24419,Bonterra Mendocino Org Chard,750mL,1,11.99,11.99,2016-02-14,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP ,2,6,14
11_CARDEND_3924,11,3924,Espolon Blanco Tequila,750mL,1,26.99,26.99,2016-02-14,750,1,0.79,11567,CAMPARI AMERICA            ,2,6,14
15_WANBORNE_21277,15,21277,Nicholson Ranch Chard Son Ct,750mL,1,19.99,19.99,2016-02-14,750,2,0.11,4425,MARTIGNETTI COMPANIES,2,6,14
12_LEESIDE_1237,12,1237,Jack Daniels Single Barrel,750mL,1,49.99,49.99,2016-02-14,750,1,0.79,1128,BROWN-FORMAN CORP          ,2,6,14
1_HARDERSFIELD_11826,1,11826,Cupcake Chard,750mL,6,47.94,7.99,2016-02-14,750,2,0.68,9815,WINE GROUP INC             ,2,6,14
1_HARDERSFIELD_33582,1,33582,Villa Cornaro Prosecco Del,750mL,1,12.99,12.99,2016-02-14,750,2,0.11,4425,MARTIGNETTI COMPANIES,2,6,14
15_WANBORNE_13614,15,13614,Acrobat Pnt Nr Ore,750mL,2,39.98,19.99,2016-02-14,750,2,0.22,4425,MARTIGNETTI COMPANIES,2,6,14
13_TARMSWORTH_8111,13,8111,Smirnoff 80 Proof,50mL,8,7.92,0.99,2016-02-14,50,1,0.42,3960,DIAGEO NORTH AMERICA INC   ,2,6,14
11_CARDEND_676,11,676,Pinnacle Whipped Vodka,750mL,1,10.99,10.99,2016-02-14,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,2,6,14
11_CARDEND_4404,11,4404,Bacardi Gold Rum,375mL,1,7.99,7.99,2016-02-14,375,1,0.39,480,BACARDI USA INC            ,2,6,14
10_HORNSEY_443,10,443,St Germain Liqueur,750mL,1,33.99,33.99,2016-02-14,750,1,0.79,480,BACARDI USA INC            ,2,6,14
15_WANBORNE_23212,15,23212,The Dreaming Tree Pnt Nr CA,750mL,3,38.97,12.99,2016-02-14,750,2,0.34,1392,CONSTELLATION BRANDS INC   ,2,6,14
14_BROMWICH_2607,14,2607,Grand MacNish 12 Yr Old,750mL,1,21.99,21.99,2016-02-14,750,1,0.79,9552,M S WALKER INC             ,2,6,14
15_WANBORNE_34133,15,34133,Turning Leaf RSV Cab Svgn,1.5L,1,9.99,9.99,2016-02-14,1500,2,0.22,3252,E & J GALLO WINERY         ,2,6,14
15_WANBORNE_23143,15,23143,Bogle Chard,750mL,6,59.94,9.99,2016-02-14,750,2,0.68,4425,MARTIGNETTI COMPANIES,2,6,14
15_WANBORNE_3335,15,3335,Tanqueray Sterling Vodka,750mL,1,10.99,10.99,2016-02-14,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,2,6,14
17_OLDHAM_2121,17,2121,Canadian Club Traveler,750mL,1,9.99,9.99,2016-02-14,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,2,6,14
15_WANBORNE_1174,15,1174,Rebel Yell,1.75L,1,19.99,19.99,2016-02-14,1750,1,1.84,8352,LUXCO INC                  ,2,6,14
1_HARDERSFIELD_3989,1,3989,Deep Eddy Lemon Vodka,750mL,1,18.99,18.99,2016-02-14,750,1,0.79,3924,HEAVEN HILL DISTILLERIES   ,2,6,14
15_WANBORNE_6526,15,6526,Peter Lehmann Shiraz,750mL,2,15.98,7.99,2016-02-14,750,2,0.22,4425,MARTIGNETTI COMPANIES,2,6,14
12_LEESIDE_8346,12,8346,Marques de Riscal Rioja Red,750mL,2,29.98,14.99,2016-02-14,750,2,0.22,8320,SHAW ROSS INT L IMP LTD    ,2,6,14
16_LUNDY_4261,16,4261,Capt Morgan Spiced Rum,1.75L,5,109.95,21.99,2016-02-14,1750,1,9.19,3960,DIAGEO NORTH AMERICA INC   ,2,6,14
11_CARDEND_13638,11,13638,Charles Smith Velvet Dev Mer,750mL,1,11.99,11.99,2016-02-14,750,2,0.11,10754,PERFECTA WINES             ,2,6,14
14_BROMWICH_3405,14,3405,Tito's Handmade Vodka,1.75L,2,57.98,28.99,2016-02-14,1750,1,3.67,4425,MARTIGNETTI COMPANIES,2,6,14
11_CARDEND_8202,11,8202,Sambuca Romana,750mL,1,19.99,19.99,2016-02-14,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,2,6,14
1_HARDERSFIELD_3609,1,3609,Smirnoff Vanilla Vodka,50mL,15,14.85,0.99,2016-02-14,50,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,2,6,14
15_WANBORNE_14706,15,14706,Cupcake Prosecco,750mL,3,29.97,9.99,2016-02-14,750,2,0.34,9815,WINE GROUP INC             ,2,6,14
1_HARDERSFIELD_8619,1,8619,Canadian Club,375mL,1,6.99,6.99,2016-02-14,375,1,0.39,12546,JIM BEAM BRANDS COMPANY    ,2,6,14
1_HARDERSFIELD_17175,1,17175,Beringer Classic Cab Svgn,1.5L,3,29.97,9.99,2016-02-14,1500,2,0.68,9819,TREASURY WINE ESTATES      ,2,6,14
13_TARMSWORTH_5734,13,5734,Malibu Rum,1.75L,1,21.99,21.99,2016-02-14,1750,1,1.84,17035,PERNOD RICARD USA          ,2,6,14
15_WANBORNE_4429,15,4429,Capt Morgan Silver Spicd Rum,1.75L,1,21.99,21.99,2016-02-14,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   ,2,6,14
19_WINTERVALE_3512,19,3512,Pinnacle Vodka,1.75L,1,16.99,16.99,2016-02-14,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    ,2,6,14
16_LUNDY_3802,16,3802,Three Olives Vodka,1.75L,2,35.98,17.99,2016-02-14,1750,1,3.67,7245,PROXIMO SPIRITS INC.       ,2,6,14
13_TARMSWORTH_4245,13,4245,Bacardi Superior Rum,750mL,2,23.98,11.99,2016-02-14,750,1,1.57,480,BACARDI USA INC            ,2,6,14
10_HORNSEY_2760,10,2760,Jack Daniels Tennessee Honey,1.75L,2,77.98,38.99,2016-02-14,1750,1,3.67,1128,BROWN-FORMAN CORP          ,2,6,14
10_HORNSEY_42099,10,42099,Bota Box Pnt Grigio Cal,3L,1,17.99,17.99,2016-02-14,3000,2,0.45,2242,DELICATO VINEYARDS INC     ,2,6,14
10_HORNSEY_38850,10,38850,Ravenswood Vntrs Bl Cab Svgn,750mL,3,20.37,6.79,2016-02-14,750,2,0.34,1392,CONSTELLATION BRANDS INC   ,2,6,14
15_WANBORNE_4359,15,4359,Mr Boston Light Rum,1.75L,4,43.96,10.99,2016-02-14,1750,1,7.35,660,SAZERAC NORTH AMERICA INC. ,2,6,14
10_HORNSEY_4945,10,4945,Jacquin Ginger Brandy,750mL,1,9.49,9.49,2016-02-14,750,1,0.79,4380,CHARLES JACQUIN ET CIE INC ,2,6,14
15_WANBORNE_4903,15,4903,Bacardi Superior Rum,200mL,1,3.99,3.99,2016-02-14,200,1,0.21,480,BACARDI USA INC            ,2,6,14
19_WINTERVALE_1376,19,1376,Jim Beam,1.75L,2,51.98,25.99,2016-02-14,1750,1,3.67,12546,JIM BEAM BRANDS COMPANY    ,2,6,14
1_HARDERSFIELD_22758,1,22758,Copain Tous Ensemble 12 Chrd,750mL,1,15.99,15.99,2016-02-14,750,2,0.11,4425,MARTIGNETTI COMPANIES,2,6,14
1_HARDERSFIELD_31070,1,31070,Treana Red Calif,750mL,1,28.99,28.99,2016-02-14,750,2,0.11,4425,MARTIGNETTI COMPANIES,2,6,14
16_LUNDY_2114,16,2114,Black Velvet Canadian Whisky,1.75L,3,47.97,15.99,2016-02-14,1750,1,5.51,1392,CONSTELLATION BRANDS INC   ,2,6,14
10_HORNSEY_8068,10,8068,Absolut 80 Proof,1.75L,10,249.9,24.99,2016-02-14,1750,1,18.38,17035,PERNOD RICARD USA          ,2,6,14
1_HARDERSFIELD_5315,1,5315,B & B Liqueur Dom,750mL,2,57.98,28.99,2016-02-14,750,1,1.57,480,BACARDI USA INC            ,2,6,14
1_HARDERSFIELD_10453,1,10453,Line 39 Svgn Bl Lake County,750mL,2,19.98,9.99,2016-02-14,750,2,0.22,7153,PINE STATE TRADING CO      ,2,6,14
10_HORNSEY_5251,10,5251,DeKuyper Buttershots Schnpps,50mL,9,8.91,0.99,2016-02-14,50,1,0.47,12546,JIM BEAM BRANDS COMPANY    ,2,6,14
11_CARDEND_11219,11,11219,Josh Cellars Cab Svgn Sonoma,750mL,3,47.97,15.99,2016-02-14,750,2,0.34,4425,MARTIGNETTI COMPANIES,2,6,14
11_CARDEND_14672,11,14672,Duckhorn Decoy Cab Svgn,750mL,1,19.99,19.99,2016-02-14,750,2,0.11,4425,MARTIGNETTI COMPANIES,2,6,14
15_WANBORNE_31487,15,31487,Barefoot Bubbly Brut Cve,750mL,1,9.99,9.99,2016-02-14,750,2,0.11,3252,E & J GALLO WINERY         ,2,6,14
17_OLDHAM_8103,17,8103,Sauza Gold Tequila,50mL,3,2.97,0.99,2016-02-14,50,1,0.16,12546,JIM BEAM BRANDS COMPANY    ,2,6,14
1_HARDERSFIELD_42188,1,42188,Moet & Chandon Nectar Imp Rs,750mL,2,104.98,52.49,2016-02-14,750,2,0.22,8112,MOET HENNESSY USA INC      ,2,6,14
18_FURNESS_2152,18,2152,New Amsterdam Gin,750mL,1,10.99,10.99,2016-02-14,750,1,0.79,3252,E & J GALLO WINERY         ,2,6,14
14_BROMWICH_8111,14,8111,Smirnoff 80 Proof,50mL,14,13.86,0.99,2016-02-14,50,1,0.74,3960,DIAGEO NORTH AMERICA INC   ,2,6,14
10_HORNSEY_2127,10,2127,Canadian Ltd,1.75L,2,20.98,10.49,2016-02-14,1750,1,3.67,660,SAZERAC NORTH AMERICA INC. ,2,6,14
10_HORNSEY_1637,10,1637,Fleischmanns Preferred,1.75L,4,51.96,12.99,2016-02-14,1750,1,7.35,660,SAZERAC NORTH AMERICA INC. ,2,6,14
11_CARDEND_1868,11,1868,Lagavulin Single Malt 16-Yr,750mL,1,73.99,73.99,2016-02-14,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,2,6,14
10_HORNSEY_3295,10,3295,Tito's Handmade Vodka,375mL,2,19.98,9.99,2016-02-14,375,1,0.79,4425,MARTIGNETTI COMPANIES,2,6,14
15_WANBORNE_5311,15,5311,Amaretto DiSaronno,1.75L,4,143.96,35.99,2016-02-14,1750,1,7.35,2555,DISARONNO INTERNATIONAL LLC,2,6,14
10_HORNSEY_16727,10,16727,Bitch Grenache Aragon,750mL,1,13.99,13.99,2016-02-14,750,2,0.11,4425,MARTIGNETTI COMPANIES,2,6,14
14_BROMWICH_41751,14,41751,Clos du Bois Pnt Grigio Cal,750mL,1,12.99,12.99,2016-02-14,750,2,0.11,1392,CONSTELLATION BRANDS INC   ,2,6,14
1_HARDERSFIELD_8066,1,8066,DeKuyper Triple Sec,1.75L,1,9.99,9.99,2016-02-14,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    ,2,6,14
10_HORNSEY_3768,10,3768,Jenkins Vodka,750mL,4,23.96,5.99,2016-02-14,750,1,3.15,9552,M S WALKER INC             ,2,6,14
11_CARDEND_31384,11,31384,Benton Lane Pnt Nr Ore,750mL,1,26.99,26.99,2016-02-14,750,2,0.11,4425,MARTIGNETTI COMPANIES ,2,6,14
11_CARDEND_8296,11,8296,Knob Creek Smoked Maple,750mL,1,27.99,27.99,2016-02-14,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,2,6,14
1_HARDERSFIELD_5921,1,5921,RumChata Liqueur,750mL,1,19.99,19.99,2016-02-14,750,1,0.79,6213,MHW LTD                    ,2,6,14
10_HORNSEY_2645,10,2645,Chivas Regal,750mL,2,63.98,31.99,2016-02-14,750,1,1.57,17035,PERNOD RICARD USA          ,2,6,14
10_HORNSEY_2752,10,2752,Johnnie Walker Black Label,750mL,3,116.97,38.99,2016-02-14,750,1,2.36,3960,DIAGEO NORTH AMERICA INC   ,2,6,14
1_HARDERSFIELD_6567,1,6567,Clos du Bois Merlot N Cst,750mL,1,12.99,12.99,2016-02-14,750,2,0.11,1392,CONSTELLATION BRANDS INC   ,2,6,14
10_HORNSEY_3938,10,3938,Stolichnaya,750mL,1,19.99,19.99,2016-02-14,750,1,0.79,8664,"STOLI GROUP,(USA) LLC      ",2,6,14
10_HORNSEY_4145,10,4145,Don Q Cristal Rum,1.75L,1,16.99,16.99,2016-02-14,1750,1,1.84,98450,Serralles Usa LLC          ,2,6,14
15_WANBORNE_4309,15,4309,Paul Masson Gr Amber Brandy,750mL,1,8.99,8.99,2016-02-14,750,1,0.79,1392,CONSTELLATION BRANDS INC   ,2,6,14
10_HORNSEY_5242,10,5242,Cointreau Liqueur,750mL,1,31.99,31.99,2016-02-14,750,1,0.79,7239,REMY COINTREAU USA INC     ,2,6,14
10_HORNSEY_10420,10,10420,Barefoot Moscato Cal,750mL,12,75.48,6.29,2016-02-14,750,2,1.35,3252,E & J GALLO WINERY         ,2,6,14
10_HORNSEY_8537,10,8537,Dom Chandon Brut Cuvee,750mL,3,47.97,15.99,2016-02-14,750,2,0.34,8112,MOET HENNESSY USA INC      ,2,6,14
13_TARMSWORTH_5401,13,5401,Jagermeister Liqueur,200mL,1,5.99,5.99,2016-02-14,200,1,0.21,3089,SIDNEY FRANK IMPORTING CO  ,2,6,14
15_WANBORNE_3899,15,3899,Platinum 7X Distilled Vodka,375mL,1,3.99,3.99,2016-02-14,375,1,0.39,8004,SAZERAC CO INC             ,2,6,14
19_WINTERVALE_3606,19,3606,Smirnoff Raspberry Vodka,50mL,1,0.99,0.99,2016-02-14,50,1,0.05,3960,DIAGEO NORTH AMERICA INC   ,2,6,14
14_BROMWICH_4358,14,4358,Mr Boston Light Rum,750mL,1,6.49,6.49,2016-02-14,750,1,0.79,660,SAZERAC NORTH AMERICA INC. ,2,6,14
19_WINTERVALE_3684,19,3684,Fleischmanns Royal Vodka,1.75L,1,10.49,10.49,2016-02-14,1750,1,1.84,660,SAZERAC NORTH AMERICA INC. ,2,6,14
10_HORNSEY_5153,10,5153,Fireball Cinn Whisky Trav,750mL,1,15.99,15.99,2016-02-14,750,1,0.79,8004,SAZERAC CO INC             ,2,6,14
